"","NCBI.Taxon.ID","EntrezGene.ID","EntrezGene.ID.HUMAN"
"21718",10090,320214,"89876"
"21720",10090,93837,"117154"
"21722",10090,76306,"116843"
"21724",10090,102060,"90480"
"21726",10090,226594,"92241"
"21729",10090,22786,"22917"
"21731",10090,215085,"222553"
"21733",10090,252864,"128853"
"21735",10090,218194,"221692"
"21737",10090,407243,"387521"
"21739",10090,71063,"146434"
"21741",10090,75388,"66037"
"21743",10090,330812,"57484"
"21745",10090,277343,"90199"
"21747",10090,192193,"9695"
"21749",10090,382427,"144453"
"21751",10090,69675,"7837"
"21753",10090,435732,""
"21754",10090,214105,"11063"
"21756",10090,227059,"57181"
"21758",10090,117589,"140460"
"21760",10090,140780,"55589"
"21762",10090,109267,"136853"
"21764",10090,23856,"11083"
"21766",10090,140792,"81035"
"21768",10090,72351,"375743"
"21770",10090,270110,"359948"
"21772",10090,193670,"91445"
"21774",10090,238386,"55727"
"21776",10090,268721,"23053"
"21778",10090,78757,"253260"
"21780",10090,71781,"151473"
"21782",10090,67473,"55244"
"21784",10090,268822,"203054"
"21786",10090,245860,"79065"
"21788",10090,99526,"54532"
"21790",10090,74570,"7586"
"21792",10090,106489,"113402"
"21794",10090,107035,""
"21795",10090,54562,"23639"
"21797",10090,217995,"55127"
"21799",10090,544971,"55814"
"21801",10090,246782,"91647"
"21803",10090,243277,"283383"
"21805",10090,105000,"83544"
"21807",10090,67493,"79066"
"21809",10090,108837,"25998"
"21811",10090,68505,"738"
"21813",10090,101148,"154743"
"21815",10090,246104,"162494"
"21817",10090,100504156,"90050"
"21819",10090,69773,"90580"
"21821",10090,216438,"92979"
"21823",10090,78935,"113174"
"21825",10090,546648,"113730"
"21827",10090,71643,"55345"
"21829",10090,195359,"135644"
"21831",10090,244281,"23026"
"21833",10090,223513,"137735"
"21835",10090,72133,"142940"
"21837",10090,231871,"221955"
"21839",10090,277854,"9681"
"21841",10090,72503,"9703"
"21844",10090,76551,"8030"
"21846",10090,105651,"90673"
"21848",10090,217449,"51112"
"21850",10090,75079,"166793"
"21852",10090,215705,"92714"
"21854",10090,217143,"440435"
"21856",10090,52024,"118932"
"21858",10090,213054,"126626"
"21860",10090,245308,"131540"
"21862",10090,74354,"136332"
"21865",10090,67809,"55177"
"21867",10090,78100,"84437"
"21869",10090,69748,"126133"
"21871",10090,214855,"10865"
"21873",10090,258587,"390151"
"21875",10090,18361,""
"21876",10090,244421,"91694"
"21878",10090,108654,"125228"
"21880",10090,231004,"148398"
"21882",10090,75219,"150290"
"21884",10090,632687,"162333"
"21886",10090,226075,"169792"
"21888",10090,229096,"253943"
"21890",10090,67291,"339230"
"21892",10090,75710,"10137"
"21894",10090,382543,"162282"
"21896",10090,75234,"127544"
"21898",10090,214854,"93082"
"21900",10090,229707,"85369"
"21902",10090,235493,"56204"
"21904",10090,215031,"245806"
"21906",10090,319822,"114826"
"21908",10090,72650,"91574"
"21910",10090,232906,"2909"
"21912",10090,224902,"9667"
"21914",10090,226525,"9462"
"21916",10090,114874,"80821"
"21918",10090,213350,"347862"
"21920",10090,209773,"27147"
"21922",10090,212114,"387921"
"21924",10090,230700,"22887"
"21926",10090,21906,"133060"
"21928",10090,241327,"169611"
"21930",10090,243911,"84063"
"21932",10090,72568,"286826"
"21934",10090,228859,"128486"
"21936",10090,271970,"79642"
"21938",10090,228911,"128553"
"21940",10090,328424,"283518"
"21942",10090,329659,"285315"
"21944",10090,233033,"55095"
"21946",10090,66367,"126526"
"21948",10090,74165,""
"21949",10090,77446,"57493"
"21951",10090,213435,"91807"
"21953",10090,230594,"23318"
"21955",10090,278507,"124857"
"21957",10090,109077,"80789"
"21959",10090,76781,"64863"
"21961",10090,319582,"57604"
"21963",10090,319991,"221458"
"21965",10090,320234,"285331"
"21967",10090,320253,"115123"
"21969",10090,209334,"348654"
"21971",10090,75216,"145508"
"21973",10090,213556,"130271"
"21975",10090,230917,"199953"
"21977",10090,234776,"23300"
"21979",10090,78751,"376940"
"21981",10090,76223,"340351"
"21983",10090,246694,"11234"
"21985",10090,68718,"115992"
"21987",10090,654824,"353322"
"21989",10090,280621,"348303"
"21991",10090,78777,"146705"
"21993",10090,194388,"200424"
"21995",10090,378430,"339345"
"21997",10090,70574,"1368"
"21999",10090,73945,"54726"
"22001",10090,320916,"9671"
"22003",10090,57354,"57585"
"22005",10090,105522,"23243"
"22007",10090,104806,"57697"
"22009",10090,75690,"147645"
"22011",10090,333315,"166752"
"22013",10090,72823,"117583"
"22015",10090,237988,"30850"
"22018",10090,217149,"284106"
"22019",10090,100504524,"284106"
"22021",10090,217218,"56970"
"22023",10090,16365,"730249"
"22025",10090,223332,"202151"
"22027",10090,225432,"54439"
"22029",10090,77422,"401207"
"22031",10090,209361,"83860"
"22033",10090,69327,"138162"
"22035",10090,329908,"23358"
"22039",10090,71782,"23141"
"22041",10090,76800,"84132"
"22043",10090,240899,"440699"
"22045",10090,240055,"54492"
"22047",10090,73254,"343099"
"22049",10090,232585,"221806"
"22051",10090,244144,"57558"
"22053",10090,244871,"85463"
"22055",10090,67785,"9202"
"22057",10090,269966,"4928"
"22059",10090,269053,"390212"
"22061",10090,76265,"283989"
"22063",10090,76089,"9693"
"22065",10090,278203,"389852	729201"
"22068",10090,434128,"57469"
"22070",10090,75196,"56311"
"22072",10090,68166,"56907"
"22074",10090,665180,"154790"
"22076",10090,210356,"344148"
"22078",10090,381867,"728361"
"22080",10090,104158,"1066"
"22082",10090,381738,"92749"
"22084",10090,320679,"401474"
"22086",10090,381310,"375057"
"22088",10090,15160,"3053"
"22090",10090,15874,"3375"
"22092",10090,21834,"7068"
"22094",10090,625018,"720	721"
"22095",10090,12268,"720	721"
"22098",10090,108043,"1142"
"22100",10090,104086,"1593"
"22103",10090,11739,"291"
"22105",10090,12348,"770"
"22107",10090,12643,"1101"
"22109",10090,11770,"2167"
"22111",10090,11932,"482"
"22113",10090,12581,"1032"
"22115",10090,12866,"1347"
"22117",10090,14228,"2288"
"22119",10090,18377,"4974"
"22121",10090,54216,"5099"
"22123",10090,20737,"6693"
"22125",10090,22335,"7419"
"22127",10090,319211,"8715"
"22129",10090,69150,"8723"
"22131",10090,54198,"8724"
"22133",10090,14065,"9002"
"22135",10090,11750,"310"
"22137",10090,12309,"795"
"22139",10090,14064,"2151"
"22141",10090,19324,"5861"
"22143",10090,13036,"1512"
"22145",10090,18037,"4794"
"22147",10090,56491,"9217"
"22149",10090,69207,"9295"
"22155",10090,240913,"9507"
"22157",10090,83945,"9093"
"22159",10090,23890,"2857"
"22161",10090,18111,"4826"
"22163",10090,74335,"7517"
"22165",10090,16923,"10019"
"22168",10090,17116,"4081"
"22170",10090,227326,"9290"
"22172",10090,80719,"10261"
"22174",10090,24010,"3550"
"22176",10090,18378,"4975"
"22178",10090,19155,"9520"
"22180",10090,26949,"10493"
"22182",10090,20348,"10512"
"22184",10090,80877,"987"
"22186",10090,20491,"6503"
"22188",10090,17721,"4540"
"22190",10090,12967,"1421"
"22192",10090,73914,"11213"
"22194",10090,106529,"9524"
"22196",10090,223774,"79087"
"22199",10090,11576,"174"
"22201",10090,12966,"1420"
"22203",10090,20259,"85477"
"22205",10090,11602,"51378"
"22207",10090,12365,"23581"
"22209",10090,14536,"2649"
"22211",10090,16815,"85474"
"22213",10090,16981,"54674"
"22215",10090,21857,"7076"
"22217",10090,21859,"7078"
"22219",10090,23830,"11132"
"22221",10090,56441,"24142"
"22223",10090,69807,"22954"
"22225",10090,17909,"4651"
"22227",10090,229323,"29909"
"22229",10090,75712,"28978"
"22231",10090,28088,"51493"
"22233",10090,71302,"23092"
"22235",10090,17035,"56925"
"22237",10090,72022,"54733"
"22239",10090,108657,"57140"
"22241",10090,80281,"55917"
"22243",10090,93715,"56108"
"22245",10090,56189,"58510"
"22247",10090,56788,"57758"
"22249",10090,387510,"56832"
"22251",10090,269643,"5522"
"22253",10090,382051,"57546"
"22255",10090,244713,"57693"
"22257",10090,68039,"4828"
"22259",10090,22439,"7504"
"22261",10090,58243,"266812"
"22263",10090,73047,"94032"
"22265",10090,24058,"59307"
"22267",10090,380601,"60493"
"22269",10090,192198,"64101"
"22271",10090,69660,"64114"
"22273",10090,66011,"64901"
"22275",10090,100061,"64922"
"22277",10090,66552,"84888"
"22279",10090,225875,"78999"
"22281",10090,407831,"79652"
"22283",10090,320720,"79675"
"22285",10090,235184,""
"22286",10090,117167,"79689"
"22288",10090,319530,"79755"
"22290",10090,209760,"79905"
"22292",10090,100048534,"80217"
"22294",10090,67976,"80305"
"22296",10090,66114,"84277"
"22298",10090,67006,"493856"
"22300",10090,67516,"386618"
"22302",10090,71886,""
"22303",10090,71474,"9701"
"22305",10090,72658,""
"22306",10090,74192,"81873"
"22308",10090,76905,"116844"
"22310",10090,80290,"115330"
"22312",10090,81701,"80864"
"22314",10090,83434,"81492"
"22316",10090,94254,"81554"
"22318",10090,246707,"84034"
"22320",10090,93737,"84552"
"22322",10090,84704,"8926"
"22324",10090,266692,"8904"
"22327",10090,208846,"23002"
"22329",10090,243382,"152926"
"22331",10090,229011,"140700"
"22333",10090,319200,"27197"
"22335",10090,52838,"728489"
"22337",10090,75645,"374355"
"22339",10090,70796,"29800"
"22341",10090,246154,"114990"
"22343",10090,243912,"126393"
"22345",10090,245945,"54502"
"22347",10090,252974,"54084"
"22349",10090,230809,"149420"
"22351",10090,258477,""
"22352",10090,258492,""
"22353",10090,258631,"390148"
"22355",10090,258723,"403284"
"22356",10090,258929,"403284"
"22358",10090,258840,""
"22359",10090,258842,""
"22360",10090,258917,""
"22361",10090,404310,""
"22362",10090,258996,""
"22363",10090,259032,""
"22364",10090,209039,"23371"
"22366",10090,243372,"285971"
"22368",10090,319259,"283870"
"22370",10090,320825,"389432"
"22372",10090,216028,"347731"
"22374",10090,320864,"353288"
"22376",10090,78749,"11259"
"22378",10090,329003,"9658"
"22381",10090,73246,"166824"
"22383",10090,13115,"1594"
"22385",10090,99100,"22995"
"22387",10090,75939,"201725"
"22389",10090,232345,"2"
"22391",10090,11486,"100"
"22393",10090,11556,"155"
"22395",10090,11611,"189"
"22397",10090,26363,"686"
"22399",10090,12349,"760"
"22401",10090,12292,"779"
"22403",10090,12411,"875	102724560"
"22406",10090,12752,"1201"
"22408",10090,30931,"1861"
"22410",10090,66826,"6901"
"22412",10090,14387,"2548"
"22414",10090,110006,"2990"
"22416",10090,15277,"3099"
"22418",10090,16867,"3973"
"22420",10090,16889,"3988"
"22422",10090,17772,"4534"
"22424",10090,238505,"4548"
"22426",10090,18431,"4948"
"22428",10090,18770,"5313"
"22430",10090,19123,"5624"
"22432",10090,20532,"6519"
"22434",10090,94224,"6716"
"22436",10090,234724,"6898"
"22438",10090,21810,"7045"
"22440",10090,50500,"7274"
"22442",10090,22276,"7390"
"22444",10090,22337,"7421"
"22446",10090,22590,"7507"
"22448",10090,110948,"3141"
"22450",10090,15485,"3292"
"22452",10090,16399,"3674"
"22454",10090,16773,"3908"
"22456",10090,100163,"5051"
"22458",10090,18675,"5251"
"22460",10090,114479,"6528"
"22462",10090,11647,"249"
"22464",10090,17159,"4125"
"22466",10090,21355,"6891"
"22468",10090,12774,"1234"
"22470",10090,18125,"4842"
"22472",10090,17961,"9"
"22474",10090,11529,"131"
"22477",10090,12425,"886"
"22482",10090,11447,"1144"
"22484",10090,13070,"1583"
"22486",10090,13082,"1592"
"22488",10090,11421,"1636"
"22490",10090,53623,"2892"
"22492",10090,108071,"2915"
"22494",10090,14859,"2940"
"22496",10090,14864,""
"22497",10090,14865,"2948"
"22499",10090,14872,"2953	653689"
"22502",10090,60596,"2982"
"22504",10090,15557,"3355"
"22506",10090,16401,"3676"
"22508",10090,18160,"4881"
"22510",10090,18390,"4988"
"22512",10090,18484,"5066"
"22514",10090,18574,"5153"
"22516",10090,269823,"5446"
"22518",10090,19223,"5740"
"22520",10090,67025,"6135"
"22522",10090,19934,"6146"
"22524",10090,241226,"8516"
"22526",10090,109575,"347853"
"22528",10090,433178,"408187"
"22530",10090,28193,"221035"
"22532",10090,320116,"408263"
"22534",10090,16987,"4047"
"22536",10090,103710,"339665"
"22538",10090,20085,"6223"
"22540",10090,67427,"6224"
"22542",10090,27370,"6231"
"22544",10090,20191,"6262"
"22546",10090,69983,"6476"
"22548",10090,78925,"6715"
"22550",10090,20606,"6752"
"22552",10090,65969,"8029"
"22554",10090,67758,"13"
"22556",10090,27410,"21"
"22558",10090,11514,"114"
"22560",10090,11600,"284"
"22562",10090,11799,"332"
"22564",10090,218490,"689"
"22566",10090,12368,"839"
"22568",10090,12499,"957"
"22570",10090,107995,"991"
"22572",10090,244059,"1106"
"22574",10090,56457,"1209"
"22576",10090,12925,"1396"
"22578",10090,13041,"1521"
"22580",10090,13690,"1982"
"22582",10090,13822,"2037"
"22584",10090,286940,"2317"
"22586",10090,68794,"2318"
"22588",10090,14385,"2542"
"22590",10090,14375,"2547"
"22592",10090,14537,"2650"
"22594",10090,14567,"2664"
"22596",10090,14569,"2665"
"22598",10090,71752,"2976"
"22600",10090,245650,"2986"
"22602",10090,230777,"3061"
"22604",10090,13340,"3177"
"22606",10090,68196,"3281"
"22608",10090,16179,"3654"
"22610",10090,113868,"30"
"22612",10090,11363,"33"
"22614",10090,11829,"361"
"22616",10090,11931,"481"
"22618",10090,11933,"483"
"22620",10090,66043,"513"
"22622",10090,12121,"636"
"22624",10090,329547,"671"
"22626",10090,12224,"688"
"22628",10090,12226,"694"
"22630",10090,12332,"822"
"22632",10090,12408,"873"
"22634",10090,12444,"894"
"22636",10090,12512,"967"
"22638",10090,12613,"1056"
"22640",10090,12709,"1152"
"22642",10090,74325,"1212"
"22644",10090,71994,"1266"
"22646",10090,12840,"1298"
"22648",10090,20530,"1318"
"22650",10090,12857,"1327"
"22653",10090,232680,"1358"
"22655",10090,109660,"1506"
"22657",10090,13030,"1508"
"22659",10090,13034,"1510"
"22661",10090,13056,"1534"
"22663",10090,13142,"1610"
"22665",10090,13177,"1632"
"22667",10090,13850,"2053"
"22669",10090,13852,"2054"
"22671",10090,14011,"2120"
"22673",10090,14081,"2180"
"22675",10090,14109,"2197"
"22677",10090,14159,"2242"
"22679",10090,93692,"2745"
"22681",10090,14645,"2752"
"22683",10090,26385,"2870"
"22685",10090,68153,"2961"
"22687",10090,97165,"3148"
"22689",10090,15401,"3201"
"22691",10090,103889,"3212"
"22693",10090,15413,"3215"
"22695",10090,53602,"3241"
"22697",10090,269951,"3418"
"22699",10090,16199,"3581"
"22701",10090,16404,"3679"
"22703",10090,16439,"3709"
"22705",10090,84036,"3780"
"22708",10090,16775,"3910"
"22710",10090,16854,"3958"
"22712",10090,16976,"4043"
"22714",10090,17022,"4060"
"22716",10090,107029,"4200"
"22718",10090,26403,"4296"
"22720",10090,17393,"4316"
"22722",10090,433938,"4330"
"22724",10090,17533,"4360"
"22726",10090,17827,"4580"
"22728",10090,17991,"4695"
"22730",10090,17992,"4697"
"22732",10090,66495,"4709"
"22734",10090,18036,"4793"
"22736",10090,258153,"4991"
"22738",10090,26429,"5001"
"22740",10090,23980,"5037"
"22742",10090,18458,"26986"
"22744",10090,18549,"5126"
"22746",10090,12041,"10295"
"22748",10090,18607,"5170"
"22750",10090,67199,"5201"
"22752",10090,109054,"5203"
"22754",10090,18648,"5223"
"22756",10090,18674,"5250"
"22758",10090,18746,"5315"
"22762",10090,110312,"5367"
"22764",10090,18949,"5411"
"22766",10090,18986,"5451"
"22768",10090,19046,"5500"
"22770",10090,19052,"5515"
"22772",10090,21770,"5528"
"22774",10090,19084,"5573"
"22776",10090,19085,"5575"
"22778",10090,19088,"5577"
"22780",10090,18759,"5584"
"22782",10090,26413,"5594"
"22784",10090,19156,"5660"
"22786",10090,57296,"5714"
"22788",10090,104009,"5768"
"22790",10090,19248,"5782"
"22792",10090,545902,"5794"
"22794",10090,19274,"5797"
"22796",10090,19355,"5810"
"22798",10090,19303,"5829"
"22800",10090,98710,"5877"
"22802",10090,19359,"5887"
"22804",10090,56516,"5939"
"22806",10090,19684,"5962"
"22808",10090,57811,"5995"
"22810",10090,67865,"6001"
"22812",10090,19822,"6047"
"22814",10090,19891,"6118"
"22816",10090,66480,"6138"
"22818",10090,16898,"6187"
"22820",10090,78294,"6233"
"22822",10090,20229,"6303"
"22824",10090,20280,"6342"
"22826",10090,66925,"6392"
"22828",10090,74136,"6397"
"22830",10090,20382,"6427"
"22832",10090,20394,"6447"
"22834",10090,20408,"6457"
"22836",10090,57376,"6605"
"22838",10090,20639,"6629"
"22840",10090,20643,""
"22842",10090,20666,"6664"
"22844",10090,20751,"6697"
"22846",10090,109552,"6717"
"22848",10090,27058,"6726"
"22850",10090,20813,"6727"
"22852",10090,20859,"6822"
"22853",10090,629203,"6822"
"22854",10090,434121,"6822"
"22855",10090,434264,"6822"
"22856",10090,629219,"6822"
"22858",10090,207742,"54894"
"22860",10090,70430,"6905"
"22862",10090,27224,"6924"
"22864",10090,21833,"7067"
"22866",10090,110595,"7079"
"22868",10090,21877,"7083"
"22870",10090,21907,"7101"
"22872",10090,216131,"7109"
"22874",10090,21953,"7136"
"22876",10090,108989,"7175"
"22878",10090,22024,"7180"
"22880",10090,22051,"7205"
"22882",10090,22117,"7263"
"22884",10090,22234,"7357"
"22886",10090,67003,"7385"
"22888",10090,22334,"7417"
"22890",10090,170745,"7512"
"22892",10090,22629,"7533"
"22895",10090,20844,"8027"
"22897",10090,80911,"8310"
"22899",10090,216238,"8411"
"22901",10090,53331,"8417"
"22903",10090,30960,"9218"
"22905",10090,74044,"8458"
"22907",10090,66603,"8487"
"22909",10090,26458,"11001"
"22911",10090,104418,"8525"
"22913",10090,13011,"8530"
"22915",10090,76787,"8541"
"22917",10090,107829,"8563"
"22919",10090,17346,"8569"
"22921",10090,56505,"8607"
"22923",10090,108112,"8637"
"22925",10090,19207,"8643"
"22927",10090,78655,"8669"
"22928",10090,100042807,"8669"
"22930",10090,22320,"8673"
"22932",10090,53330,"8674"
"22934",10090,56375,"8702"
"22936",10090,24018,"8732"
"22938",10090,14731,"8733"
"22940",10090,110911,"8760"
"22942",10090,230721,"8761"
"22944",10090,192656,"8767"
"22946",10090,20619,"8773"
"22948",10090,101320,"8798"
"22950",10090,19200,"9051"
"22952",10090,233406,"9055"
"22955",10090,70266,"883"
"22957",10090,215654,"1010"
"22959",10090,13007,"1465"
"22961",10090,217480,"1607"
"22963",10090,30058,"1678"
"22965",10090,12140,"2173"
"22967",10090,63985,"2764"
"22969",10090,72429,"548645"
"22971",10090,68705,"2963"
"22973",10090,30942,"3174"
"22975",10090,20723,"5272"
"22977",10090,19053,"5516"
"22979",10090,22223,"7345"
"22981",10090,24115,"7439"
"22983",10090,107338,"8729"
"22985",10090,11496,"53616"
"22987",10090,80879,"9123"
"22989",10090,104245,"9152"
"22991",10090,434203,"9154"
"22993",10090,53869,"8766"
"22995",10090,12858,"9377"
"22997",10090,14381,"2539"
"22999",10090,56494,"9570"
"23001",10090,12235,"699"
"23003",10090,12317,"811"
"23005",10090,12367,"836"
"23007",10090,12399,"864"
"23009",10090,12835,"1293"
"23011",10090,13427,""
"23012",10090,109620,"1832"
"23014",10090,13655,"1960"
"23016",10090,56205,"2029"
"23018",10090,13844,"2048"
"23020",10090,14056,"2146"
"23022",10090,234199,"2267"
"23024",10090,14201,"2275"
"23026",10090,15463,"3267"
"23028",10090,15500,"3298"
"23030",10090,15574,"3364"
"23032",10090,70122,"4300"
"23034",10090,407785,"4726"
"23035",10090,623286,"4726"
"23037",10090,56273,"5195"
"23039",10090,110651,"6197"
"23041",10090,20907,"6804"
"23043",10090,270627,"6872"
"23045",10090,21407,"6939"
"23047",10090,22068,"7225"
"23049",10090,71446,"7485"
"23052",10090,72981,"5612"
"23054",10090,67526,"9140"
"23056",10090,15239,"9146"
"23058",10090,18554,"9159"
"23060",10090,320127,"9162"
"23062",10090,72193,"9169"
"23064",10090,71751,"9175"
"23066",10090,26951,"9183"
"23068",10090,207777,"9256"
"23070",10090,57749,"9271"
"23072",10090,448850,"9326"
"23074",10090,69241,"5433"
"23076",10090,68188,"8189"
"23078",10090,14873,"9446"
"23080",10090,26558,"9454"
"23082",10090,55943,"9482"
"23084",10090,56722,"9516"
"23086",10090,107767,"9522"
"23088",10090,20479,"9525"
"23090",10090,53334,"9527"
"23092",10090,63986,"9535"
"23093",10090,100040018,"9535"
"23095",10090,17330,"9562"
"23097",10090,18120,"740"
"23099",10090,94176,"1794"
"23101",10090,63959,"2030"
"23103",10090,16005,"3483"
"23105",10090,16500,"3745"
"23107",10090,16524,"3765"
"23109",10090,16653,"3845"
"23111",10090,66416,"4701"
"23113",10090,18718,"5305"
"23115",10090,216151,"5442"
"23117",10090,23993,"5650"
"23119",10090,66998,"5711"
"23121",10090,56643,"6564"
"23123",10090,21985,"7163"
"23125",10090,227720,"8021"
"23127",10090,27277,"9950"
"23129",10090,225160,"9984"
"23131",10090,11951,"516"
"23133",10090,12862,"1339"
"23135",10090,12929,"1399"
"23137",10090,14579,"2669"
"23139",10090,140741,"2830"
"23141",10090,15163,"3059"
"23143",10090,110611,"3069"
"23146",10090,67466,"5082"
"23148",10090,108097,"5565"
"23150",10090,20515,"6574"
"23152",10090,27057,"8031"
"23154",10090,11308,"10006"
"23156",10090,26384,"10007"
"23158",10090,71943,"10040"
"23160",10090,56705,"10048"
"23162",10090,23950,"10049"
"23164",10090,112403,"1797"
"23166",10090,74197,"2960"
"23168",10090,15360,"3158"
"23170",10090,15205,"3280"
"23173",10090,19141,"5641"
"23175",10090,24059,"6578"
"23177",10090,268996,"6760"
"23179",10090,212728,"6894"
"23181",10090,67923,"6921"
"23183",10090,22232,""
"23184",10090,13853,"7957"
"23186",10090,12856,"10063"
"23188",10090,19360,"10111"
"23190",10090,19348,"10112"
"23192",10090,54152,"10126"
"23194",10090,27061,"10134"
"23196",10090,27041,"10146"
"23198",10090,70495,"10159"
"23200",10090,223254,"10160"
"23202",10090,21681,""
"23203",10090,68533,"10200"
"23205",10090,54352,""
"23206",10090,54373,"10279"
"23208",10090,12068,"10282"
"23210",10090,17755,"4131"
"23212",10090,232087,"4144"
"23214",10090,26408,"4217"
"23216",10090,17385,"4320"
"23218",10090,19065,""
"23219",10090,94315,"5546"
"23221",10090,20868,"6793"
"23223",10090,21385,"6909"
"23225",10090,53599,"8763"
"23227",10090,57014,"9177"
"23229",10090,76757,"10345"
"23232",10090,67052,"10403"
"23234",10090,56031,"10450"
"23236",10090,57257,"10451"
"23238",10090,23986,"10455"
"23240",10090,16678,"3848"
"23242",10090,17973,"4690"
"23244",10090,18045,"4801"
"23246",10090,101706,"4926"
"23248",10090,18605,"5167"
"23250",10090,227120,"5334"
"23252",10090,225849,"5526"
"23254",10090,19079,"5564"
"23256",10090,19357,"5885"
"23258",10090,67530,"7381"
"23260",10090,20422,"7979"
"23262",10090,20185,"9611"
"23264",10090,70350,"10409"
"23266",10090,70804,"10424"
"23268",10090,23876,"10516"
"23270",10090,65972,"10437"
"23272",10090,66101,"10465"
"23274",10090,53319,"10482"
"23276",10090,53612,"10490"
"23278",10090,54364,"10556"
"23280",10090,24060,"10559"
"23282",10090,14470,"10567"
"23284",10090,74112,"10600"
"23286",10090,67486,"10622"
"23288",10090,74414,"10623"
"23290",10090,56338,"10628"
"23292",10090,16548,"3795"
"23294",10090,80905,"5429"
"23296",10090,21789,"7980"
"23298",10090,105504,"10640"
"23300",10090,80901,"10663"
"23302",10090,399510,"11183"
"23304",10090,11567,"10677"
"23306",10090,69083,"6819"
"23308",10090,67967,"10714"
"23310",10090,67489,"10717"
"23312",10090,20843,"10735"
"23314",10090,73647,"10753"
"23316",10090,12890,"10814"
"23318",10090,100043597,"10847"
"23320",10090,54188,"10898"
"23322",10090,53619,"10904"
"23324",10090,20024,"10923"
"23326",10090,59045,"10948"
"23328",10090,66212,"10952"
"23330",10090,26943,"10955"
"23332",10090,228769,"9491"
"23334",10090,67844,"10981"
"23336",10090,76614,"10989"
"23338",10090,231691,"10993"
"23340",10090,68137,"10945"
"23342",10090,19663,"11030"
"23344",10090,108902,"11041"
"23346",10090,17719,"4538"
"23348",10090,16865,"1939"
"23350",10090,225998,"6096"
"23352",10090,20610,"6612"
"23354",10090,20663,"6655"
"23356",10090,66661,"6731"
"23358",10090,116914,"10560"
"23360",10090,21888,"7091"
"23362",10090,26920,"11064"
"23364",10090,56368,"11068"
"23366",10090,235559,"11073"
"23368",10090,74377,"11077"
"23370",10090,16568,"11127"
"23372",10090,12539,"11140"
"23374",10090,78651,"11157"
"23376",10090,11431,"52"
"23378",10090,21781,"7027"
"23380",10090,58520,"11161"
"23382",10090,16328,"11190"
"23384",10090,22380,"11193"
"23386",10090,207352,"11196"
"23388",10090,50883,"11200"
"23390",10090,56774,"11254"
"23392",10090,73192,"11260"
"23394",10090,106582,"11270"
"23396",10090,57320,"11315"
"23398",10090,211446,"11336"
"23400",10090,23945,"11343"
"23402",10090,11430,"51"
"23404",10090,67158,"84826"
"23406",10090,621697,"6161"
"23408",10090,70683,"27340"
"23410",10090,225579,"28965"
"23412",10090,225791,"284273"
"23414",10090,57743,"55176"
"23416",10090,170441,"81031"
"23418",10090,109593,""
"23419",10090,241627,"79968"
"23421",10090,319481,"79726"
"23423",10090,105675,"10105"
"23425",10090,66083,"79918"
"23427",10090,381925,"196051"
"23429",10090,21402,"6500"
"23431",10090,75560,"57634"
"23433",10090,13486,"1810"
"23435",10090,72515,"23160"
"23437",10090,217031,"6871"
"23439",10090,66454,"64802"
"23441",10090,70207,"51204"
"23443",10090,13167,"1622"
"23445",10090,66844,"29095"
"23447",10090,22230,"7353"
"23449",10090,54170,"64121"
"23451",10090,14681,"2775"
"23453",10090,97243,"84779"
"23455",10090,100683,"8295"
"23457",10090,106039,"26088"
"23459",10090,236539,"26227"
"23461",10090,12234,"8945"
"23463",10090,433931,"54872"
"23465",10090,15526,"3313"
"23467",10090,20502,"6567"
"23469",10090,106298,"54700"
"23471",10090,433968,"654364"
"23473",10090,68083,"55003"
"23475",10090,76893,"29956"
"23477",10090,57753,"64318"
"23479",10090,110323,"1340"
"23481",10090,100019,"23195"
"23483",10090,17527,"4358"
"23485",10090,20698,"8877"
"23487",10090,270192,"51560"
"23489",10090,74080,""
"23490",10090,433864,"64434"
"23492",10090,77219,"145482"
"23494",10090,140494,"50617"
"23496",10090,53611,"143187"
"23498",10090,18391,"10280"
"23500",10090,108143,"6880"
"23502",10090,28185,"9868"
"23504",10090,26356,"3621"
"23506",10090,66977,"83540"
"23508",10090,75221,"10072"
"23510",10090,217038,"79922"
"23512",10090,224823,"88745"
"23514",10090,70533,"91408"
"23516",10090,17217,"4173"
"23518",10090,627352,""
"23519",10090,20810,"6723"
"23521",10090,67070,"26065"
"23523",10090,100608,"79050"
"23525",10090,231042,"11097"
"23527",10090,18074,"22795"
"23529",10090,11983,"93974"
"23531",10090,12417,"11335"
"23533",10090,12909,"27297"
"23535",10090,13345,"117581"
"23537",10090,13586,""
"23538",10090,93725,""
"23539",10090,13587,""
"23540",10090,93719,""
"23541",10090,13706,"63036"
"23543",10090,14227,"2286"
"23545",10090,14370,"8325"
"23547",10090,14489,"136319"
"23549",10090,15373,"340784"
"23551",10090,15466,"3274"
"23553",10090,16430,"3703"
"23555",10090,16873,"64211"
"23557",10090,17339,"4284"
"23559",10090,17427,"55329"
"23561",10090,18080,"51199"
"23563",10090,19193,"51268"
"23565",10090,19336,"53917"
"23567",10090,19729,"55974"
"23569",10090,19826,"10921"
"23571",10090,20321,"391059"
"23573",10090,20336,"60412"
"23575",10090,20926,"6830"
"23577",10090,22083,"9646"
"23579",10090,22317,"6843"
"23581",10090,22596,"7520"
"23583",10090,22696,"7539"
"23585",10090,22704,"80818"
"23587",10090,22720,"643836"
